,state,county,poverty_percent_17,median_household_income_17
659,IL,Kendall County,4.8,"97,039"
660,IL,Knox County,16.1,"44,686"
661,IL,Lake County,7.7,"86,242"
662,IL,La Salle County,14.3,"56,854"
663,IL,Lawrence County,17.3,"45,235"
664,IL,Lee County,11.4,"59,450"
665,IL,Livingston County,12.8,"55,003"
666,IL,Logan County,12.2,"56,838"
667,IL,McDonough County,18.6,"44,524"
668,IL,McHenry County,6.1,"86,450"
669,IL,McLean County,15.6,"68,895"
670,IL,Macon County,14.3,"51,828"
671,IL,Macoupin County,13.8,"51,756"
672,IL,Madison County,14.4,"58,077"
673,IL,Marion County,16.1,"45,126"
674,IL,Marshall County,9.7,"55,337"
675,IL,Mason County,13.7,"51,731"
676,IL,Massac County,15.3,"47,646"
677,IL,Menard County,8.7,"65,367"
678,IL,Mercer County,10.6,"52,846"
679,IL,Monroe County,4.9,"83,767"
680,IL,Montgomery County,15.5,"51,206"
681,IL,Morgan County,13.5,"52,357"
682,IL,Moultrie County,9.0,"60,496"
683,IL,Ogle County,9.7,"60,656"
684,IL,Peoria County,15.4,"54,195"
685,IL,Perry County,15.6,"50,553"
686,IL,Piatt County,6.3,"67,173"
687,IL,Pike County,15.9,"43,301"
688,IL,Pope County,18.4,"43,119"
689,IL,Pulaski County,22.9,"38,846"
690,IL,Putnam County,8.0,"64,000"
691,IL,Randolph County,15.8,"52,749"
692,IL,Richland County,15.4,"48,489"
693,IL,Rock Island County,12.9,"51,805"
694,IL,St. Clair County,16.0,"51,937"
695,IL,Saline County,18.6,"41,394"
696,IL,Sangamon County,15.4,"61,519"
697,IL,Schuyler County,11.8,"52,946"
698,IL,Scott County,12.2,"49,745"
699,IL,Shelby County,10.3,"51,873"
700,IL,Stark County,11.1,"51,446"
701,IL,Stephenson County,16.7,"48,237"
702,IL,Tazewell County,9.1,"61,086"
703,IL,Union County,19.0,"45,847"
704,IL,Vermilion County,19.4,"43,649"
705,IL,Wabash County,13.8,"52,535"
706,IL,Warren County,11.7,"54,023"
707,IL,Washington County,8.1,"56,118"
708,IL,Wayne County,14.0,"46,339"
709,IL,White County,15.3,"48,202"
710,IL,Whiteside County,12.9,"54,284"
711,IL,Will County,7.0,"82,477"
712,IL,Williamson County,15.3,"49,993"
713,IL,Winnebago County,14.2,"53,490"
714,IL,Woodford County,5.8,"75,733"
715,IN,Indiana,13.3,"54,134"
716,IN,Adams County,15.4,"51,488"
717,IN,Allen County,13.1,"52,661"
718,IN,Bartholomew County,10.6,"61,943"
719,IN,Benton County,11.2,"52,841"
720,IN,Blackford County,14.3,"42,636"
721,IN,Boone County,5.7,"82,670"
722,IN,Brown County,10.9,"56,979"
723,IN,Carroll County,9.6,"55,471"
724,IN,Cass County,13.8,"47,727"
725,IN,Clark County,10.6,"52,746"
726,IN,Clay County,11.2,"50,746"
727,IN,Clinton County,13.4,"51,540"
728,IN,Crawford County,16.2,"42,555"
729,IN,Daviess County,13.4,"46,292"
730,IN,Dearborn County,9.7,"65,005"
731,IN,Decatur County,11.1,"55,808"
732,IN,De Kalb County,10.4,"54,289"
733,IN,Delaware County,20.6,"41,874"
734,IN,Dubois County,8.3,"63,033"
735,IN,Elkhart County,10.8,"58,781"
736,IN,Fayette County,15.5,"44,970"
737,IN,Floyd County,10.5,"61,009"
738,IN,Fountain County,12.9,"50,817"
739,IN,Franklin County,9.4,"62,467"
740,IN,Fulton County,12.2,"51,088"
741,IN,Gibson County,10.4,"53,714"
742,IN,Grant County,18.4,"44,790"
743,IN,Greene County,11.6,"59,347"
744,IN,Hamilton County,3.8,"95,080"
745,IN,Hancock County,5.5,"73,294"
746,IN,Harrison County,9.4,"57,136"
747,IN,Hendricks County,5.1,"75,647"
748,IN,Henry County,12.8,"48,915"
749,IN,Howard County,14.5,"51,035"
750,IN,Huntington County,10.2,"53,635"
751,IN,Jackson County,12.7,"48,789"
752,IN,Jasper County,10.0,"58,891"
753,IN,Jay County,14.3,"46,740"
754,IN,Jefferson County,13.7,"51,163"
755,IN,Jennings County,12.8,"48,961"
756,IN,Johnson County,8.8,"70,690"
757,IN,Knox County,18.9,"44,044"
758,IN,Kosciusko County,10.4,"62,666"
759,IN,Lagrange County,7.8,"63,291"
760,IN,Lake County,15.9,"54,929"
761,IN,La Porte County,14.5,"51,532"
762,IN,Lawrence County,13.3,"49,112"
763,IN,Madison County,17.4,"44,987"
764,IN,Marion County,17.6,"47,642"
765,IN,Marshall County,11.6,"53,387"
766,IN,Martin County,12.5,"50,203"
767,IN,Miami County,14.0,"47,225"
768,IN,Monroe County,21.6,"49,180"
769,IN,Montgomery County,12.1,"53,720"
770,IN,Morgan County,9.9,"61,068"
771,IN,Newton County,10.9,"58,384"
772,IN,Noble County,9.8,"52,764"
773,IN,Ohio County,9.3,"56,915"
774,IN,Orange County,14.4,"43,061"
775,IN,Owen County,14.7,"49,044"
776,IN,Parke County,14.3,"48,537"
777,IN,Perry County,12.1,"50,670"
778,IN,Pike County,10.4,"49,844"
779,IN,Porter County,10.4,"67,525"
780,IN,Posey County,9.1,"65,617"
781,IN,Pulaski County,12.5,"50,022"
782,IN,Putnam County,12.0,"57,402"
783,IN,Randolph County,15.3,"46,016"
784,IN,Ripley County,10.9,"52,562"
785,IN,Rush County,12.0,"51,113"
786,IN,St. Joseph County,16.0,"52,188"
787,IN,Scott County,16.3,"48,615"
788,IN,Shelby County,8.4,"61,327"
789,IN,Spencer County,10.4,"56,646"
790,IN,Starke County,17.1,"46,940"
791,IN,Steuben County,11.0,"55,184"
792,IN,Sullivan County,14.6,"46,810"
793,IN,Switzerland County,16.3,"47,478"
794,IN,Tippecanoe County,18.0,"52,858"
795,IN,Tipton County,8.9,"55,503"
796,IN,Union County,10.7,"48,206"
797,IN,Vanderburgh County,17.5,"47,456"
798,IN,Vermillion County,13.3,"46,330"
799,IN,Vigo County,19.4,"42,497"
800,IN,Wabash County,13.3,"50,177"
801,IN,Warren County,10.0,"58,045"
802,IN,Warrick County,6.8,"75,727"
803,IN,Washington County,13.5,"47,686"
804,IN,Wayne County,16.6,"44,179"
805,IN,Wells County,8.6,"55,221"
806,IN,White County,10.5,"52,377"
807,IN,Whitley County,8.5,"60,126"
808,IA,Iowa,10.8,"58,706"
809,IA,Adair County,10.2,"52,155"
810,IA,Adams County,12.3,"48,191"
811,IA,Allamakee County,11.0,"49,445"
812,IA,Appanoose County,16.9,"42,274"
813,IA,Audubon County,10.7,"51,484"
814,IA,Benton County,7.8,"67,946"
815,IA,Black Hawk County,15.3,"50,426"
816,IA,Boone County,7.3,"60,558"
817,IA,Bremer County,7.1,"64,213"
818,IA,Buchanan County,9.0,"62,294"
819,IA,Buena Vista County,12.8,"53,230"
820,IA,Butler County,9.0,"58,386"
821,IA,Calhoun County,12.4,"51,754"
822,IA,Carroll County,9.1,"55,084"
823,IA,Cass County,12.1,"49,281"
824,IA,Cedar County,6.9,"63,430"
825,IA,Cerro Gordo County,10.8,"54,454"
826,IA,Cherokee County,9.6,"56,343"
827,IA,Chickasaw County,9.5,"56,819"
828,IA,Clarke County,11.0,"49,889"
829,IA,Clay County,9.3,"53,615"
830,IA,Clayton County,9.6,"54,740"
831,IA,Clinton County,13.4,"50,729"
832,IA,Crawford County,11.8,"53,806"
833,IA,Dallas County,4.4,"90,133"
834,IA,Davis County,12.1,"51,477"
835,IA,Decatur County,17.1,"41,843"
836,IA,Delaware County,9.3,"60,458"
837,IA,Des Moines County,13.5,"50,773"
838,IA,Dickinson County,7.5,"56,496"
839,IA,Dubuque County,9.8,"60,936"
840,IA,Emmet County,10.3,"49,353"
841,IA,Fayette County,13.4,"46,389"
842,IA,Floyd County,11.8,"51,901"
843,IA,Franklin County,11.1,"53,157"
844,IA,Fremont County,12.2,"52,616"
845,IA,Greene County,10.4,"52,459"
846,IA,Grundy County,5.9,"72,184"
847,IA,Guthrie County,9.5,"57,635"
848,IA,Hamilton County,8.7,"57,106"
849,IA,Hancock County,8.4,"56,542"
850,IA,Hardin County,11.4,"52,662"
851,IA,Harrison County,10.0,"55,835"
852,IA,Henry County,11.6,"53,670"
853,IA,Howard County,10.1,"53,046"
854,IA,Humboldt County,9.4,"57,197"
855,IA,Ida County,9.1,"55,732"
856,IA,Iowa County,7.2,"64,091"
857,IA,Jackson County,11.7,"53,539"
858,IA,Jasper County,9.0,"56,134"
859,IA,Jefferson County,14.0,"47,907"
860,IA,Johnson County,15.3,"61,395"
861,IA,Jones County,9.5,"58,689"
862,IA,Keokuk County,11.5,"50,980"
863,IA,Kossuth County,9.2,"55,491"
864,IA,Lee County,14.1,"50,481"
865,IA,Linn County,9.0,"63,754"
866,IA,Louisa County,9.9,"56,067"
867,IA,Lucas County,13.6,"46,169"
868,IA,Lyon County,7.6,"61,749"
869,IA,Madison County,7.4,"66,012"
870,IA,Mahaska County,13.0,"55,947"
871,IA,Marion County,7.9,"61,175"
872,IA,Marshall County,12.7,"50,495"
873,IA,Mills County,9.2,"67,016"
874,IA,Mitchell County,9.1,"54,451"
875,IA,Monona County,11.6,"49,236"
876,IA,Monroe County,10.9,"52,047"
877,IA,Montgomery County,12.5,"51,317"
878,IA,Muscatine County,10.7,"59,042"
879,IA,O'Brien County,7.7,"60,375"
880,IA,Osceola County,10.1,"56,459"
881,IA,Page County,14.5,"47,994"
882,IA,Palo Alto County,10.4,"52,311"
883,IA,Plymouth County,7.2,"67,056"
884,IA,Pocahontas County,12.9,"47,919"
885,IA,Polk County,9.5,"66,112"
886,IA,Pottawattamie County,10.6,"57,867"
887,IA,Poweshiek County,11.5,"55,766"
888,IA,Ringgold County,14.7,"45,259"
889,IA,Sac County,10.1,"54,328"
890,IA,Scott County,11.3,"59,461"
891,IA,Shelby County,8.4,"56,373"
892,IA,Sioux County,7.1,"70,601"
893,IA,Story County,16.9,"61,381"
894,IA,Tama County,9.5,"52,685"
895,IA,Taylor County,11.6,"47,383"
896,IA,Union County,14.6,"47,814"
897,IA,Van Buren County,14.0,"47,667"
898,IA,Wapello County,14.5,"46,981"
899,IA,Warren County,6.1,"76,146"
900,IA,Washington County,9.5,"59,903"
901,IA,Wayne County,16.6,"45,384"
902,IA,Webster County,15.0,"48,712"
903,IA,Winnebago County,9.4,"54,045"
904,IA,Winneshiek County,9.0,"59,365"
905,IA,Woodbury County,13.4,"54,528"
906,IA,Worth County,8.5,"55,404"
907,IA,Wright County,10.0,"52,803"
908,KS,Kansas,11.9,"56,382"
909,KS,Allen County,16.7,"42,957"
910,KS,Anderson County,13.3,"46,595"
911,KS,Atchison County,14.3,"45,941"
912,KS,Barber County,12.2,"47,948"
913,KS,Barton County,15.6,"46,934"
914,KS,Bourbon County,18.3,"41,847"
915,KS,Brown County,15.0,"45,637"
916,KS,Butler County,10.1,"65,561"
917,KS,Chase County,11.2,"47,436"
918,KS,Chautauqua County,16.8,"41,890"
919,KS,Cherokee County,15.8,"42,469"
920,KS,Cheyenne County,12.8,"42,247"
921,KS,Clark County,12.0,"51,621"
922,KS,Clay County,10.6,"50,634"
923,KS,Cloud County,12.6,"46,241"
924,KS,Coffey County,10.2,"57,021"
925,KS,Comanche County,11.2,"46,636"
926,KS,Cowley County,17.6,"46,703"
927,KS,Crawford County,18.9,"39,461"
928,KS,Decatur County,14.5,"42,077"
929,KS,Dickinson County,9.9,"52,562"
930,KS,Doniphan County,14.8,"48,553"
931,KS,Douglas County,15.9,"56,007"
932,KS,Edwards County,11.2,"47,725"
933,KS,Elk County,15.8,"39,556"
934,KS,Ellis County,15.2,"49,715"
935,KS,Ellsworth County,11.5,"51,355"
936,KS,Finney County,13.2,"54,534"
937,KS,Ford County,12.7,"50,080"
938,KS,Franklin County,10.5,"55,330"
939,KS,Geary County,12.0,"52,012"
940,KS,Gove County,9.8,"47,029"
941,KS,Graham County,12.8,"41,138"
942,KS,Grant County,12.3,"59,534"
943,KS,Gray County,7.6,"67,671"
944,KS,Greeley County,10.8,"48,647"
945,KS,Greenwood County,15.3,"40,741"
946,KS,Hamilton County,13.0,"47,454"
947,KS,Harper County,14.5,"44,594"
948,KS,Harvey County,9.1,"55,470"
949,KS,Haskell County,10.1,"54,145"
950,KS,Hodgeman County,10.8,"51,962"
951,KS,Jackson County,11.0,"49,779"
952,KS,Jefferson County,8.5,"66,044"
953,KS,Jewell County,12.8,"43,234"
954,KS,Johnson County,5.3,"83,516"
955,KS,Kearny County,10.5,"50,526"
956,KS,Kingman County,12.1,"50,081"
957,KS,Kiowa County,11.6,"44,374"
958,KS,Labette County,15.3,"46,819"
959,KS,Lane County,10.2,"55,083"
960,KS,Leavenworth County,7.4,"70,740"
961,KS,Lincoln County,11.8,"43,865"
962,KS,Linn County,14.1,"47,300"
963,KS,Logan County,9.7,"48,024"
964,KS,Lyon County,15.9,"47,279"
965,KS,McPherson County,8.5,"55,686"
966,KS,Marion County,10.9,"49,980"
967,KS,Marshall County,10.8,"49,466"
968,KS,Meade County,9.9,"56,397"
969,KS,Miami County,7.3,"69,327"
970,KS,Mitchell County,12.0,"43,743"
971,KS,Montgomery County,16.8,"45,808"
972,KS,Morris County,11.2,"49,561"
973,KS,Morton County,10.9,"50,698"
974,KS,Nemaha County,8.2,"58,729"
975,KS,Neosho County,15.5,"44,073"
976,KS,Ness County,11.1,"49,258"
977,KS,Norton County,12.3,"47,697"
978,KS,Osage County,11.7,"53,537"
979,KS,Osborne County,12.5,"42,832"
980,KS,Ottawa County,11.4,"46,585"
981,KS,Pawnee County,13.0,"47,677"
982,KS,Phillips County,11.6,"47,196"
983,KS,Pottawatomie County,9.8,"65,956"
984,KS,Pratt County,11.2,"56,540"
985,KS,Rawlins County,11.9,"44,596"
986,KS,Reno County,13.4,"48,588"
987,KS,Republic County,11.7,"44,247"
988,KS,Rice County,12.3,"51,102"
989,KS,Riley County,20.4,"50,212"
990,KS,Rooks County,10.9,"44,086"
991,KS,Rush County,12.1,"44,203"
992,KS,Russell County,14.2,"43,139"
993,KS,Saline County,11.8,"50,072"
994,KS,Scott County,7.6,"59,798"
995,KS,Sedgwick County,14.2,"54,176"
996,KS,Seward County,14.9,"46,541"
997,KS,Shawnee County,11.7,"56,810"
998,KS,Sheridan County,11.5,"51,363"
999,KS,Sherman County,13.2,"45,991"
1000,KS,Smith County,12.8,"41,047"
1001,KS,Stafford County,13.2,"46,396"
1002,KS,Stanton County,10.2,"57,769"
1003,KS,Stevens County,10.3,"56,569"
1004,KS,Sumner County,11.8,"53,212"
1005,KS,Thomas County,11.5,"53,249"
1006,KS,Trego County,11.6,"46,634"
1007,KS,Wabaunsee County,7.6,"63,690"
1008,KS,Wallace County,11.2,"52,621"
1009,KS,Washington County,10.0,"47,889"
1010,KS,Wichita County,11.6,"54,401"
1011,KS,Wilson County,15.3,"41,866"
1012,KS,Woodson County,15.6,"38,840"
1013,KS,Wyandotte County,18.4,"46,032"
1014,KY,Kentucky,17.1,"48,332"
1015,KY,Adair County,22.5,"35,026"
1016,KY,Allen County,21.8,"40,955"
1017,KY,Anderson County,10.4,"53,113"
1018,KY,Ballard County,16.0,"44,010"
1019,KY,Barren County,22.1,"41,477"
1020,KY,Bath County,23.0,"40,507"
1021,KY,Bell County,36.7,"28,150"
1022,KY,Boone County,7.1,"78,163"
1023,KY,Bourbon County,16.7,"46,281"
1024,KY,Boyd County,20.1,"40,752"
1025,KY,Boyle County,15.5,"48,290"
1026,KY,Bracken County,15.6,"49,416"
1027,KY,Breathitt County,36.2,"27,372"
1028,KY,Breckinridge County,17.9,"43,148"
1029,KY,Bullitt County,9.2,"62,550"
1030,KY,Butler County,17.1,"47,146"
1031,KY,Caldwell County,16.0,"42,857"
1032,KY,Calloway County,16.6,"43,554"
1033,KY,Campbell County,10.9,"61,384"
1034,KY,Carlisle County,15.1,"42,019"
1035,KY,Carroll County,20.8,"48,404"
1036,KY,Carter County,28.2,"37,186"
1037,KY,Casey County,25.1,"31,395"
1038,KY,Christian County,19.3,"43,124"
1039,KY,Clark County,14.1,"53,784"
1040,KY,Clay County,41.7,"26,386"
1041,KY,Clinton County,26.4,"29,641"
1042,KY,Crittenden County,18.1,"41,522"
1043,KY,Cumberland County,22.8,"31,736"
1044,KY,Daviess County,16.1,"50,359"
1045,KY,Edmonson County,16.9,"39,490"
1046,KY,Elliott County,29.7,"32,846"
1047,KY,Estill County,24.8,"34,096"
1048,KY,Fayette County,16.5,"56,192"
1049,KY,Fleming County,17.4,"41,029"
1050,KY,Floyd County,32.2,"32,841"
1051,KY,Franklin County,13.7,"53,198"
1052,KY,Fulton County,29.0,"30,761"
1053,KY,Gallatin County,14.7,"47,907"
1054,KY,Garrard County,17.0,"50,518"
1055,KY,Grant County,13.9,"51,849"
1056,KY,Graves County,17.5,"41,963"
1057,KY,Grayson County,22.5,"38,133"
1058,KY,Green County,18.5,"36,809"
1059,KY,Greenup County,16.0,"46,699"
1060,KY,Hancock County,12.2,"49,475"
1061,KY,Hardin County,12.8,"52,673"
1062,KY,Harlan County,41.5,"25,815"
1063,KY,Harrison County,15.3,"49,694"
1064,KY,Hart County,20.0,"38,182"
1065,KY,Henderson County,16.2,"47,589"
1066,KY,Henry County,15.3,"50,721"
1067,KY,Hickman County,19.1,"40,902"
1068,KY,Hopkins County,19.3,"44,419"
1069,KY,Jackson County,31.4,"31,355"
1070,KY,Jefferson County,14.1,"54,977"
1071,KY,Jessamine County,14.7,"57,015"
1072,KY,Johnson County,23.3,"37,724"
1073,KY,Kenton County,12.0,"59,594"
1074,KY,Knott County,34.6,"31,788"
1075,KY,Knox County,32.2,"28,586"
1076,KY,Larue County,15.1,"45,288"
1077,KY,Laurel County,24.3,"39,830"
1078,KY,Lawrence County,32.8,"28,672"
1079,KY,Lee County,33.7,"28,084"
1080,KY,Leslie County,31.0,"29,317"
1081,KY,Letcher County,30.8,"32,635"
1082,KY,Lewis County,25.6,"35,056"
1083,KY,Lincoln County,21.0,"39,347"
1084,KY,Livingston County,15.4,"44,435"
1085,KY,Logan County,17.9,"47,174"
1086,KY,Lyon County,14.3,"44,318"
1087,KY,McCracken County,15.2,"48,994"
1088,KY,McCreary County,34.4,"28,024"
1089,KY,McLean County,16.4,"44,574"
1090,KY,Madison County,17.0,"50,783"
1091,KY,Magoffin County,32.1,"28,077"
1092,KY,Marion County,14.8,"46,125"
1093,KY,Marshall County,12.1,"50,786"
1094,KY,Martin County,35.8,"30,177"
1095,KY,Mason County,18.0,"45,608"
1096,KY,Meade County,11.2,"58,873"
1097,KY,Menifee County,25.4,"36,595"
1098,KY,Mercer County,13.4,"47,611"
1099,KY,Metcalfe County,23.4,"33,139"
1100,KY,Monroe County,24.3,"32,518"
1101,KY,Montgomery County,17.7,"43,890"
1102,KY,Morgan County,30.1,"34,121"
1103,KY,Muhlenberg County,19.4,"40,338"
1104,KY,Nelson County,9.8,"58,960"
1105,KY,Nicholas County,18.8,"40,264"
1106,KY,Ohio County,17.6,"43,142"
1107,KY,Oldham County,5.1,"97,960"
1108,KY,Owen County,15.7,"48,362"
1109,KY,Owsley County,36.8,"25,344"
1110,KY,Pendleton County,14.6,"52,861"
1111,KY,Perry County,25.9,"34,105"
1112,KY,Pike County,28.8,"34,076"
1113,KY,Powell County,24.6,"35,817"
1114,KY,Pulaski County,23.7,"36,295"
1115,KY,Robertson County,21.1,"43,227"
1116,KY,Rockcastle County,21.3,"36,756"
1117,KY,Rowan County,23.7,"41,050"
1118,KY,Russell County,23.3,"33,575"
1119,KY,Scott County,10.4,"67,234"
1120,KY,Shelby County,10.8,"65,054"
1121,KY,Simpson County,14.4,"47,542"
1122,KY,Spencer County,7.5,"80,808"
1123,KY,Taylor County,18.2,"41,087"
1124,KY,Todd County,18.0,"43,512"
1125,KY,Trigg County,14.0,"47,963"
1126,KY,Trimble County,13.5,"53,024"
1127,KY,Union County,17.8,"46,708"
1128,KY,Warren County,16.1,"49,966"
1129,KY,Washington County,15.2,"49,750"
1130,KY,Wayne County,24.9,"34,382"
1131,KY,Webster County,14.7,"42,968"
1132,KY,Whitley County,26.5,"33,809"
1133,KY,Wolfe County,29.9,"29,326"
1134,KY,Woodford County,9.3,"64,177"
1135,LA,Louisiana,19.6,"46,283"
1136,LA,Acadia Parish,23.1,"39,252"
1137,LA,Allen Parish,20.8,"42,846"
1138,LA,Ascension Parish,12.6,"72,154"
1139,LA,Assumption Parish,18.9,"45,774"
1140,LA,Avoyelles Parish,24.6,"36,177"
1141,LA,Beauregard Parish,14.6,"51,422"
1142,LA,Bienville Parish,25.4,"30,483"
1143,LA,Bossier Parish,16.8,"52,158"
1144,LA,Caddo Parish,25.8,"37,636"
1145,LA,Calcasieu Parish,14.2,"52,407"
1146,LA,Caldwell Parish,23.4,"39,863"
1147,LA,Cameron Parish,13.2,"56,025"
1148,LA,Catahoula Parish,27.8,"32,380"
1149,LA,Claiborne Parish,39.5,"34,109"
1150,LA,Concordia Parish,27.7,"33,873"
1151,LA,De Soto Parish,22.8,"40,839"
1152,LA,East Baton Rouge Parish,18.9,"54,494"
1153,LA,East Carroll Parish,46.7,"26,431"
1154,LA,East Feliciana Parish,20.6,"45,839"
1155,LA,Evangeline Parish,23.6,"33,942"
1156,LA,Franklin Parish,27.9,"32,485"
1157,LA,Grant Parish,21.0,"44,298"
1158,LA,Iberia Parish,23.8,"40,964"
1159,LA,Iberville Parish,22.9,"44,410"
1160,LA,Jackson Parish,24.6,"38,893"
1161,LA,Jefferson Parish,17.1,"51,461"
1162,LA,Jefferson Davis Parish,19.3,"43,317"
1163,LA,Lafayette Parish,17.4,"52,827"
1164,LA,Lafourche Parish,15.8,"53,081"
1165,LA,La Salle Parish,18.4,"44,125"
1166,LA,Lincoln Parish,27.9,"39,941"
1167,LA,Livingston Parish,11.4,"61,297"
1168,LA,Madison Parish,38.9,"29,507"
1169,LA,Morehouse Parish,28.0,"32,988"
1170,LA,Natchitoches Parish,30.3,"33,439"
1171,LA,Orleans Parish,26.1,"37,407"
1172,LA,Ouachita Parish,24.7,"41,301"
1173,LA,Plaquemines Parish,16.2,"56,199"
1174,LA,Pointe Coupee Parish,18.8,"45,675"
1175,LA,Rapides Parish,19.9,"42,238"
1176,LA,Red River Parish,23.3,"35,662"
1177,LA,Richland Parish,27.8,"36,432"
1178,LA,Sabine Parish,22.2,"40,021"
1179,LA,St. Bernard Parish,20.0,"44,553"
1180,LA,St. Charles Parish,11.4,"65,335"
1181,LA,St. Helena Parish,23.2,"36,723"
1182,LA,St. James Parish,16.7,"53,045"
1183,LA,St. John the Baptist Parish,18.1,"55,941"
1184,LA,St. Landry Parish,25.6,"35,693"
1185,LA,St. Martin Parish,19.2,"44,574"
1186,LA,St. Mary Parish,20.5,"38,413"
1187,LA,St. Tammany Parish,11.1,"67,926"
1188,LA,Tangipahoa Parish,20.9,"44,256"
1189,LA,Tensas Parish,34.9,"27,959"
1190,LA,Terrebonne Parish,19.7,"47,971"
1191,LA,Union Parish,16.4,"40,395"
1192,LA,Vermilion Parish,17.0,"50,562"
1193,LA,Vernon Parish,18.3,"45,711"
1194,LA,Washington Parish,23.1,"37,792"
1195,LA,Webster Parish,20.3,"32,522"
1196,LA,West Baton Rouge Parish,13.5,"64,921"
1197,LA,West Carroll Parish,21.2,"37,759"
1198,LA,West Feliciana Parish,21.0,"56,584"
1199,LA,Winn Parish,23.7,"39,474"
1200,ME,Maine,11.3,"55,980"
1201,ME,Androscoggin County,12.4,"48,446"
1202,ME,Aroostook County,14.4,"42,600"
1203,ME,Cumberland County,8.1,"70,661"
1204,ME,Franklin County,13.7,"45,280"
1205,ME,Hancock County,11.0,"51,009"
1206,ME,Kennebec County,12.4,"52,265"
1207,ME,Knox County,10.7,"51,723"
1208,ME,Lincoln County,11.4,"52,019"
1209,ME,Oxford County,13.5,"50,367"
1210,ME,Penobscot County,14.3,"49,836"
1211,ME,Piscataquis County,15.5,"40,841"
1212,ME,Sagadahoc County,9.7,"61,047"
1213,ME,Somerset County,15.9,"42,426"
1214,ME,Waldo County,13.1,"54,547"
1215,ME,Washington County,21.1,"37,943"
1216,ME,York County,7.8,"66,025"
1217,MD,Maryland,9.4,"80,711"
1218,MD,Allegany County,17.0,"42,564"
1219,MD,Anne Arundel County,6.1,"96,133"
1220,MD,Baltimore County,8.3,"73,309"
1221,MD,Calvert County,6.0,"100,000"
1222,MD,Caroline County,13.8,"56,338"
1223,MD,Carroll County,5.0,"92,890"
1224,MD,Cecil County,9.7,"72,259"
1225,MD,Charles County,7.5,"94,478"
1226,MD,Dorchester County,15.7,"47,011"
1227,MD,Frederick County,6.7,"91,727"
1228,MD,Garrett County,11.8,"46,899"
1229,MD,Harford County,7.1,"80,922"
1230,MD,Howard County,5.9,"111,576"
1231,MD,Kent County,12.8,"57,760"
1232,MD,Montgomery County,7.0,"102,944"
1233,MD,Prince George's County,8.6,"80,858"
1234,MD,Queen Anne's County,7.7,"90,696"
1235,MD,St. Mary's County,8.5,"82,433"
1236,MD,Somerset County,24.7,"40,320"
1237,MD,Talbot County,9.1,"70,620"
1238,MD,Washington County,13.3,"59,828"
1239,MD,Wicomico County,15.0,"52,341"
1240,MD,Worcester County,9.9,"61,405"
1241,MD,Baltimore city,22.1,"46,762"
1242,MA,Massachusetts,10.5,"77,385"
1243,MA,Barnstable County,7.6,"70,576"
1244,MA,Berkshire County,10.6,"56,063"
1245,MA,Bristol County,11.1,"67,085"
1246,MA,Dukes County,7.6,"67,390"
1247,MA,Essex County,10.2,"75,309"
1248,MA,Franklin County,10.4,"57,930"
1249,MA,Hampden County,17.1,"51,850"
1250,MA,Hampshire County,10.2,"67,774"
1251,MA,Middlesex County,8.0,"97,851"
1252,MA,Nantucket County,5.7,"92,347"
1253,MA,Norfolk County,6.7,"100,710"
1254,MA,Plymouth County,7.3,"86,026"
1255,MA,Suffolk County,17.9,"65,999"
1256,MA,Worcester County,10.4,"70,222"
1257,MI,Michigan,14.1,"54,840"
1258,MI,Alcona County,14.6,"41,615"
1259,MI,Alger County,13.0,"46,991"
1260,MI,Allegan County,9.5,"62,421"
1261,MI,Alpena County,13.8,"40,603"
1262,MI,Antrim County,11.1,"50,583"
1263,MI,Arenac County,15.7,"41,275"
1264,MI,Baraga County,16.7,"42,180"
1265,MI,Barry County,8.8,"59,460"
1266,MI,Bay County,14.5,"45,771"
1267,MI,Benzie County,9.4,"54,065"
1268,MI,Berrien County,17.3,"48,924"
1269,MI,Branch County,12.6,"49,387"
1270,MI,Calhoun County,19.1,"46,113"
1271,MI,Cass County,12.0,"52,063"
1272,MI,Charlevoix County,10.1,"51,457"
1273,MI,Cheboygan County,14.3,"43,724"
1274,MI,Chippewa County,17.0,"44,586"
1275,MI,Clare County,22.3,"36,661"
1276,MI,Clinton County,7.4,"66,003"
1277,MI,Crawford County,16.6,"47,068"
1278,MI,Delta County,12.6,"50,802"
1279,MI,Dickinson County,12.1,"48,291"
1280,MI,Eaton County,8.7,"64,318"
1281,MI,Emmet County,8.5,"52,796"
1282,MI,Genesee County,18.3,"46,457"
1283,MI,Gladwin County,16.6,"41,667"
1284,MI,Gogebic County,18.7,"38,343"
1285,MI,Grand Traverse County,9.3,"59,674"
1286,MI,Gratiot County,19.5,"42,653"
1287,MI,Hillsdale County,14.0,"47,610"
1288,MI,Houghton County,14.9,"45,127"
1289,MI,Huron County,13.4,"46,627"
1290,MI,Ingham County,19.8,"51,186"
1291,MI,Ionia County,11.6,"57,318"
1292,MI,Iosco County,17.0,"41,755"
1293,MI,Iron County,13.5,"42,082"
1294,MI,Isabella County,23.8,"45,683"
1295,MI,Jackson County,13.3,"50,895"
1296,MI,Kalamazoo County,14.0,"56,199"
1297,MI,Kalkaska County,17.1,"43,357"
1298,MI,Kent County,10.4,"61,146"
1299,MI,Keweenaw County,12.2,"43,812"
1300,MI,Lake County,22.1,"35,005"
1301,MI,Lapeer County,8.7,"57,621"
